Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
m,09/11/1990,82,cbse,2008,76,cbse,2,B.Tech/B.E.,computer engineering,67,0,Haryana,2012,710,655,500,0.843123727,515,-1,-1,-1,-1,-1,-1,1.4208,0.3789,-0.2974,-0.6147,0.4805,285000
m,17/12/1991,71.6,cbse,2008,72.8,cbse,2,B.Tech/B.E.,computer engineering,65.1,0,Uttar Pradesh,2014,510,410,250,0.622642916,395,-1,407,-1,-1,-1,-1,1.2772,1.3779,1.0859,0.3995,0.0973,90000
f,13/02/1988,66.5,cbse,2005,49.5,chse,2,MCA,computer application,89.7,0,Orissa,2011,505,505,485,0.916869961,555,-1,-1,-1,-1,-1,-1,-1.0355,0.0328,-2.2308,1.0024,0.3444,60000
m,08/02/1992,61.57,state board,2008,54.33,state board,2,B.Tech/B.E.,information technology,79.6,0,Madhya Pradesh,2014,325,470,465,0.23780284,405,-1,315,-1,-1,-1,-1,0.1282,0.2124,0.4711,0.0192,1.247,200000
m,25/11/1990,86,cbse,2009,85.8,cbse,2,B.Tech/B.E.,electronics and communication engineering,72.14,1,Delhi,2013,465,450,650,0.0587928,475,200,407,-1,-1,-1,-1,-0.0154,0.7119,0.7785,-0.2344,-1.244,340000
m,10/05/1991,67,ssc regular,2008,82.6,intermediate,2,B.Tech/B.E.,electronics and electrical engineering,67.96,1,Telangana,2012,395,435,405,0.824666401,215,400,-1,-1,-1,-1,-1,0.51,0.5008,-1.3599,-0.8778,0.3049,45000
m,16/10/1988,90,"board of secondary education, andhra pradesh",2007,96.3,"board of intermediate education, andhra pradesh",2,B.Tech/B.E.,computer engineering,72,1,Telangana,2011,735,695,655,0.864685413,525,-1,-1,-1,-1,-1,-1,0.2009,0.0328,-1.2148,-1.4653,-1.2354,870000
m,05/07/1988,85.4,cbse,2006,80.2,cbse,1,B.Tech/B.E.,computer engineering,88.1,0,Jammu and Kashmir,2011,415,565,595,0.704090412,465,-1,-1,-1,-1,-1,-1,0.6646,0.6568,0.2366,-0.7603,0.0284,495000
m,01/10/1990,78.2,cbse,2008,67,karnataka pre-university board,2,B.Tech/B.E.,information technology,64.27,1,Karnataka,2012,515,555,505,0.635978756,445,-1,-1,-1,-1,-1,-1,-1.6924,0.3448,0.3817,0.00353,-0.9194,440000
m,24/09/1992,73.6,"state board (jac, ranchi)",2009,72,"state board (jac, ranchi)",2,B.Tech/B.E.,computer science & engineering,85.8,0,Orissa,2014,500,565,475,0.622642916,665,-1,407,-1,-1,-1,-1,-0.0154,1.0449,1.7007,-0.4879,0.4805,350000
m,03/03/1993,86.14,state board,2010,76,state board,2,B.Tech/B.E.,electronics & telecommunications,62.9,0,Maharashtra,2014,755,610,650,0.783303537,-1,388,-1,-1,-1,-1,-1,-1.7389,0.0459,-0.7585,1.5404,0.4805,325000
m,25/09/1991,86.4,icse,2009,82.8,icse,2,B.Tech/B.E.,mechanical engineering,71.74,0,Uttar Pradesh,2013,605,585,750,0.654107475,-1,-1,-1,420,-1,-1,-1,0.7027,0.3789,0.3174,-0.8682,-1.6273,380000
m,17/05/1988,87.33,ssc,2006,85.4,intermediate,2,B.Tech/B.E.,electronics and communication engineering,64,1,Telangana,2010,405,485,445,0.694479328,305,366,-1,-1,-1,-1,-1,-0.881,-2.7754,1.1074,-0.1727,-0.1295,130000
m,23/11/1991,74.88,state board,2010,82.55,state board,2,B.Tech/B.E.,computer science & engineering,80,0,Karnataka,2014,500,480,500,0.356536488,465,-1,346,-1,-1,-1,-1,0.1282,0.0459,1.2396,1.0333,0.6721,300000
m,02/10/1987,89.33,icse,2005,80.4,cbse,1,B.Tech/B.E.,electronics and communication engineering,66.49,1,Delhi,2010,635,685,735,0.649389715,665,356,-1,-1,-1,-1,-1,1.4208,1.2114,1.7007,-1.7556,0.2889,1200000
f,19/10/1992,88.3,state board,2010,83.5,state board,2,B.Tech/B.E.,computer engineering,69.76,0,Maharashtra,2014,535,595,515,0.968237496,605,-1,-1,-1,-1,-1,-1,-0.3027,0.3789,-0.2974,-0.3612,0.4805,200000
f,29/03/1990,91,karnataka state board,2008,88,karnataka state board,2,B.Tech/B.E.,electronics and communication engineering,84.4,0,Karnataka,2012,535,425,595,0.229481755,-1,266,-1,-1,-1,-1,-1,0.51,0.5008,0.3817,-1.1128,-0.5245,375000
f,26/07/1992,81,cbse,2010,70,cbse,2,B.Tech/B.E.,computer science & engineering,68,0,Uttar Pradesh,2014,525,505,465,0.486747008,315,-1,376,-1,-1,-1,-1,0.8463,0.0459,0.6248,-0.995,1.0554,300000
f,02/02/1993,73.2,cbse,2010,86.5,state board,2,B.Tech/B.E.,electronics and electrical engineering,83.7,0,Tamil Nadu,2014,405,545,515,0.444617717,-1,196,-1,-1,393,-1,-1,-0.5899,-0.4536,-1.527,-1.1218,-0.6692,60000
m,05/06/1986,64,gyan bharati school,2004,70,dav public school,2,B.Tech/B.E.,electrical engineering,66.7,0,West Bengal,2010,465,195,555,0.960603252,235,466,-1,-1,-1,-1,-1,-2.272,-2.7754,-1.6502,0.4148,-2.3412,150000
f,03/06/1989,74.5,0,2006,79.5,0,2,B.Tech/B.E.,computer engineering,70.1,1,Tamil Nadu,2010,465,315,325,0.450876584,395,-1,-1,-1,-1,-1,-1,0.2009,-2.3073,0.3817,-0.6428,-0.1295,150000
m,28/12/1991,68.14,icse,2010,65.8,state board,2,B.Tech/B.E.,electronics and communication engineering,75.6,0,Madhya Pradesh,2014,560,460,405,0.88162007,285,420,-1,-1,-1,-1,-1,-0.3027,-0.1206,0.9322,-0.4879,-1.244,325000
m,23/11/1988,81,cbse,2006,71,cbse,2,B.Tech/B.E.,computer engineering,68,0,Rajasthan,2011,575,544,524,0.864685413,525,-1,-1,-1,-1,-1,-1,0.0464,0.3448,-1.0697,-0.1727,0.0284,350000
m,17/06/1991,67.72,matriculation,2008,67.25,state board,2,B.Tech/B.E.,computer engineering,80.06,0,Tamil Nadu,2012,370,415,180,0.488347977,405,-1,-1,-1,-1,-1,-1,-0.3027,0.7119,0.3174,1.2869,1.0554,185000
m,09/08/1993,85.33,state board,2010,89,state board,2,B.Tech/B.E.,electronics and communication engineering,77.07,1,Telangana,2013,560,520,535,0.649389715,335,356,-1,-1,-1,-1,-1,0.2718,1.0449,0.4711,0.2727,1.0554,315000
m,26/11/1984,87.58,0,2002,82.71,0,2,MCA,computer application,77.36,1,Tamil Nadu,2010,475,575,535,0.525922584,415,-1,-1,-1,-1,-1,-1,-0.5719,-0.1232,-0.0537,0.0623,-0.6035,185000
m,31/07/1988,88.6,cbse,2006,82.6,cbse,1,B.Tech/B.E.,electronics & instrumentation eng,84.9,0,Orissa,2010,485,585,565,0.694479328,454,366,-1,-1,-1,-1,-1,1.1283,0.3448,0.2366,-0.1727,1.2923,650000
f,25/05/1991,89,state,2008,97.6,state,2,B.Tech/B.E.,computer engineering,80,0,Andhra Pradesh,2012,505,495,525,0.735795709,475,-1,-1,-1,-1,-1,-1,0.1623,0.8128,0.2366,-0.0846,-0.7615,375000
m,25/02/1990,87.4,0,2008,76,0,2,B.Tech/B.E.,electronics and communication engineering,79,0,Tamil Nadu,2012,505,405,425,0.229481755,305,266,-1,-1,-1,366,-1,-1.4992,-1.0203,0.2729,-1.7004,-1.8673,400000
m,20/10/1986,68,0,2003,62.8,0,2,B.Tech/B.E.,computer engineering,70.1,0,Uttar Pradesh,2010,435,425,494,0.377551419,375,-1,-1,-1,-1,-1,-1,1.4374,-0.5913,1.1074,-0.0552,0.8183,180000
m,27/01/1991,56,state board,2008,75,state board,2,MCA,computer application,71,0,Tamil Nadu,2014,325,385,285,0.486747008,465,-1,376,-1,-1,-1,-1,0.4155,0.3789,0.7785,-1.3753,1.247,60000
m,05/03/1992,88.2,state board,2010,83.58,state board,2,B.Tech/B.E.,mechanical engineering,74.48,0,Tamil Nadu,2014,395,395,330,0.45901584,-1,-1,-1,376,-1,-1,-1,0.5591,-1.9521,-0.1437,0.7798,-1.244,100000
m,02/04/1989,88.5,anglo indian,2006,88.16,state board,2,B.Tech/B.E.,information technology,80,1,Tamil Nadu,2010,495,465,345,0.563267824,425,-1,-1,-1,-1,-1,-1,0.2009,1.4368,0.672,-0.4078,-0.6035,460000
m,30/11/1992,87.52,state board,2010,74.5,state board,2,B.Tech/B.E.,computer science & engineering,72.78,1,Karnataka,2014,580,475,270,0.744758354,475,-1,438,-1,-1,-1,-1,1.4208,0.5454,0.6248,-2.136,0.4805,310000
m,10/09/1992,63.5,up board,2009,66,uo board,2,B.Tech/B.E.,mechanical engineering,63,0,Uttar Pradesh,2013,455,475,375,0.27350033,-1,-1,-1,332,-1,-1,-1,0.51,0.5008,0.8171,1.2374,0.1864,144000
m,09/10/1990,62.5,cbse,2008,63.83,cbse,2,B.Tech/B.E.,computer engineering,62.58,0,Uttar Pradesh,2012,505,505,405,0.276047228,345,-1,-1,-1,-1,-1,-1,0.3941,-0.5913,-0.7794,-0.43717,-2.0253,230000
m,19/02/1991,84,ssc,2008,90.3,0,2,B.Tech/B.E.,mechanical engineering,81,1,Telangana,2012,405,465,565,0.490636956,415,-1,-1,383,-1,-1,-1,0.9737,-0.3183,-0.9245,0.88483,-0.6035,500000
f,17/07/1992,82.2,cbse,2010,76,cbse,2,B.Tech/B.E.,computer science & engineering,76.62,0,Punjab,2014,450,450,365,0.356536488,395,-1,346,-1,-1,-1,-1,1.8517,1.3779,0.01,-0.995,1.0554,180000
f,18/10/1991,76,cbse,2009,77,cbse,2,B.Tech/B.E.,information technology,76.13,0,Madhya Pradesh,2013,500,545,605,0.884122512,535,-1,-1,-1,-1,-1,-1,0.1282,0.3789,-0.2974,-0.1076,-1.0524,300000
f,10/11/1991,81.03,state board,2008,70,cbse,2,B.Tech/B.E.,information technology,72,0,Haryana,2012,510,535,620,0.622642916,555,-1,407,-1,-1,-1,-1,-0.7335,0.5454,0.3174,-1.6289,0.0973,90000
m,03/08/1990,88.4,icse,2009,74.6,cbse,2,B.Tech/B.E.,computer science & engineering,78.52,0,Uttar Pradesh,2014,630,580,535,0.486747008,485,-1,376,-1,-1,-1,-1,-0.3027,-1.6191,-2.1418,-0.4879,-0.4776,325000
m,09/06/1992,88.76,cbse,2009,85.2,cbse,1,B.Tech/B.E.,computer engineering,78.16,0,Chhattisgarh,2013,615,555,765,0.930370607,565,-1,-1,-1,-1,-1,-1,0.1282,-0.2871,0.4711,-1.3753,-0.6692,510000
f,24/11/1992,87.5,state board,2010,93.6,state board,2,B.Tech/B.E.,information technology,70.22,1,Telangana,2014,380,460,555,0.486747008,365,-1,376,-1,-1,-1,-1,0.4155,0.5454,0.9322,-0.8682,-0.0943,300000
m,17/08/1991,70,icse,2010,75,isc,2,B.Tech/B.E.,computer science & engineering,68,1,Karnataka,2014,440,585,560,0.911395278,535,-1,500,-1,-1,-1,-1,0.2718,0.3789,1.0859,-1.3753,0.4805,325000
m,27/01/1991,69.4,cbse,2008,61.2,cbse,2,B.Tech/B.E.,computer engineering,78.8,0,Uttarakhand,2012,395,565,655,0.884122512,535,-1,-1,-1,-1,-1,-1,-1.3447,-0.7473,-0.9245,0.41483,-0.8799,700000
m,13/05/1989,77,state board,2007,67,state board,2,B.Tech/B.E.,information technology,68.3,0,Tamil Nadu,2011,335,465,305,0.413838256,385,266,-1,260,-1,-1,260,0.6646,1.2808,1.9782,2.6475,1.2923,100000
m,01/06/1988,54.4,cbse,2005,59,cbse,2,B.Tech/B.E.,electronics and communication engineering,56,1,Rajasthan,2010,485,395,475,0.538386893,-1,333,-1,-1,-1,-1,-1,0.0464,0.6568,0.2366,-0.0552,0.5024,170000
m,15/06/1990,63.33,state board,2009,72.15,state board,2,B.Tech/B.E.,computer science & engineering,66,1,Rajasthan,2013,440,505,440,0.622642916,485,-1,407,-1,-1,-1,-1,-0.4463,0.5454,-0.7585,0.2727,-0.4776,100000
m,09/09/1990,70.33,upboard,2006,72,upboard,2,B.Tech/B.E.,electronics and electrical engineering,67.46,0,Uttar Pradesh,2011,305,395,404,0.0587928,315,200,-1,-1,-1,286,-1,0.8192,-1.0593,0.3817,1.3549,1.4502,130000
m,11/04/1993,92.8,state board,2010,91.83,state board,2,B.Tech/B.E.,information technology,70.9,0,Tamil Nadu,2014,595,480,645,0.942116551,575,-1,-1,-1,-1,-1,-1,-0.3027,0.7119,0.01,-0.3612,0.0973,220000
m,03/09/1991,76,icse,2009,86,icse,2,B.Tech/B.E.,electronics and communication engineering,65.78,0,Uttar Pradesh,2013,415,340,500,0.824666401,325,400,315,-1,-1,-1,-1,0.7027,0.5454,0.9322,0.0192,-1.244,120000
f,15/07/1989,78,cbse,2006,70.1,cbse,2,B.Tech/B.E.,electronics and communication engineering,68.2,0,Haryana,2011,415,595,495,0.694479328,-1,366,-1,-1,-1,-1,-1,0.8192,-0.0842,-0.598,-0.6428,-0.6035,240000
m,26/07/1991,62,state board,2008,60.2,state board,2,B.Tech/B.E.,information technology,68.3,0,Maharashtra,2013,500,580,380,0.486747008,485,-1,376,-1,-1,-1,-1,0.7027,-0.2871,1.0859,-1.3753,0.2889,240000
m,02/05/1991,85,cbse,2008,81.1,karnataka board,2,B.Tech/B.E.,computer engineering,70.1,1,Karnataka,2012,645,554,655,0.81941653,505,-1,-1,-1,-1,-1,-1,-0.4173,1.2808,-0.1988,1.8543,0.6603,410000
m,16/04/1988,77.8,board of secondary education,2005,74.2,board of intermediate education,2,M.Tech./M.E.,computer engineering,72.7,1,Tamil Nadu,2012,405,510,545,0.864685413,525,-1,-1,-1,-1,-1,-1,-0.0154,0.8784,1.2396,1.5404,1.6302,140000
m,25/08/1991,73.4,cbse,2009,68,cbse,2,B.Tech/B.E.,mechanical engineering,76.83,0,Uttar Pradesh,2014,475,525,515,0.45901584,-1,-1,-1,376,-1,-1,-1,-0.5899,-0.6201,0.7785,-0.6147,0.0973,325000
f,05/12/1992,90.01,state board,2010,82.83,state board,2,B.Tech/B.E.,information science engineering,76,1,Karnataka,2014,465,370,450,0.842248322,445,-1,469,-1,-1,-1,-1,1.7081,0.7119,0.3174,-0.995,0.2889,200000
m,25/12/1991,65,state board,2009,75.6,state board,2,B.Tech/B.E.,information technology,62,1,Tamil Nadu,2013,350,480,465,0.450876584,395,-1,-1,-1,-1,-1,-1,-2.7443,-2.4516,-2.4491,-0.6147,-3.735,105000
f,30/01/1991,82,cbse,2008,74.4,cbse,1,B.Tech/B.E.,information technology,72.34,0,Haryana,2012,570,570,620,0.843123727,515,-1,-1,-1,-1,-1,-1,-0.0154,1.2114,0.3174,-0.8682,-0.2859,180000
f,24/07/1989,50.6,cbse,2008,82.8,board of intermediate education,2,B.Tech/B.E.,computer engineering,69.16,1,Telangana,2012,385,355,345,0.3423149,365,-1,-1,-1,-1,-1,-1,-0.4173,0.1888,-0.1988,0.88483,-0.1295,115000
f,10/12/1991,82,cbse,2009,78,cbse,2,B.Tech/B.E.,electronics and communication engineering,62,0,Uttar Pradesh,2013,580,435,455,0.0587928,-1,200,-1,-1,-1,-1,-1,-0.1082,-0.2012,-0.0537,-0.8778,0.1864,215000
f,08/05/1990,81.6,cbse,2008,72,cbse,2,B.Tech/B.E.,information technology,73.84,0,Uttar Pradesh,2012,495,615,435,0.735795709,475,-1,-1,-1,-1,-1,-1,0.51,-0.4353,-0.6343,0.00353,0.5024,120000
m,31/12/1988,85.4,cbse,2006,68.6,cbse,1,B.Tech/B.E.,electronics and communication engineering,73.75,1,Delhi,2012,545,525,615,0.998680246,-1,566,-1,-1,-1,-1,-1,0.9737,-0.1232,-1.0697,-0.05527,-0.643,250000
f,15/10/1989,74.4,0,2008,69.7,0,2,B.Tech/B.E.,electronics and communication engineering,70.8,0,Uttar Pradesh,2012,475,445,405,0.824666401,-1,400,-1,-1,-1,340,-1,0.51,0.1498,-0.8157,-0.40777,0.5024,440000
m,20/04/1990,68.4,state board,2008,69.4,state board,2,B.Tech/B.E.,electronics and communication engineering,76,1,West Bengal,2013,455,570,620,-1,465,-1,315,-1,-1,-1,-1,0.8463,-0.2871,-0.9122,-0.8682,-0.0943,180000
m,21/06/1992,86.8,cbse,2009,63.6,state board,2,B.Tech/B.E.,computer science & engineering,85.2,0,West Bengal,2014,570,495,740,0.996744487,635,-1,623,-1,-1,-1,-1,0.2718,0.7119,-1.2196,1.1601,0.2889,315000
m,29/04/1992,66.16,up board,2008,58.4,up board,2,B.Tech/B.E.,information technology,65.9,0,Uttar Pradesh,2013,575,505,565,0.81941653,505,-1,-1,-1,-1,-1,-1,1.9011,0.2668,0.3817,-0.9953,0.3444,320000
f,16/08/1990,71,cbse,2007,70,cbse,2,B.Tech/B.E.,computer engineering,74,0,Haryana,2011,495,635,375,-1,-1,-1,-1,-1,-1,-1,-1,-1.6924,1.1248,-1.2148,1.0611,-0.1295,265000
m,25/03/1992,78.93,cbse,2009,70.8,cbse,2,B.Tech/B.E.,electronics and communication engineering,65,0,Uttar Pradesh,2013,385,375,575,0.824666401,395,400,-1,-1,-1,366,-1,-0.5719,0.5008,-0.6343,0.4148,-0.169,240000
m,03/08/1992,84,state board,2009,84,state board,2,B.Tech/B.E.,information technology,66,0,Tamil Nadu,2013,475,375,390,0.486747008,385,-1,376,-1,-1,-1,-1,1.2772,1.7109,1.7007,-2.136,0.4805,180000
m,21/07/1992,89.6,state board,2009,95.2,state board,2,B.Tech/B.E.,computer science & engineering,79.37,0,Andhra Pradesh,2013,405,510,650,0.735795709,475,-1,-1,-1,-1,-1,-1,0.5591,-0.2871,-1.527,-0.6147,-2.0105,350000
m,25/08/1988,80,west bengal board of secondary education,2007,81,west bengal council of higher secondary education,2,B.Tech/B.E.,computer engineering,77.8,1,West Bengal,2012,435,565,635,0.765673581,485,-1,-1,-1,-1,-1,-1,-0.3014,0.8128,-0.9245,-1.05407,0.5024,335000
m,25/06/1991,85.73,state board,2008,70,state board,2,B.Tech/B.E.,computer science & engineering,56.5,0,Maharashtra,2014,510,375,585,0.622642916,395,-1,407,-1,-1,-1,-1,0.99,1.7109,1.0859,0.1459,0.8637,300000
m,27/03/1991,85.5,0,2008,92.5,0,2,B.Tech/B.E.,information technology,68.17,1,Telangana,2012,675,670,680,0.994050872,675,-1,-1,-1,-1,-1,-1,0.9737,0.8518,-0.7068,-0.9953,-0.6035,495000
m,15/03/1992,94.6,state board,2009,91.2,state board,1,B.Tech/B.E.,electronics & telecommunications,80,0,Madhya Pradesh,2014,555,495,870,-1,755,-1,-1,-1,-1,-1,-1,1.5644,0.8784,2.008,-2.643,1.4386,320000
f,18/06/1990,74,cbse,2007,84.4,state board,2,B.Tech/B.E.,electrical engineering,74.49,0,Andhra Pradesh,2011,545,525,615,0.444617717,435,356,-1,-1,393,-1,-1,-0.1082,-0.5913,-0.9245,0.2973,-0.6035,180000
m,01/02/1991,64.48,kseeb,2008,52.34,puboard,2,B.Tech/B.E.,electronics & telecommunications,63,1,Karnataka,2012,455,365,495,0.124502074,-1,233,-1,-1,-1,286,-1,1.1283,-0.1232,0.0914,0.2973,-0.5245,110000
m,01/01/1992,88.2,cbse,2010,78.2,cbse,2,B.Tech/B.E.,control and instrumentation engineering,82.1,0,Orissa,2014,630,555,520,-1,425,292,-1,-1,-1,-1,-1,0.99,1.5444,-0.4511,-1.3753,-0.8608,305000
m,27/08/1989,75.8,central board of secondary education,2008,61.6,central board of secondary education,2,B.Tech/B.E.,computer engineering,65,0,Chhattisgarh,2012,395,500,605,0.765673581,485,-1,-1,-1,-1,-1,-1,0.8192,0.9688,1.2525,0.0623,-0.0506,325000
f,25/10/1988,88,ssc,2006,91,bie,2,B.Tech/B.E.,electronics & instrumentation eng,64.95,0,Andhra Pradesh,2010,505,685,464,0.124502074,435,233,-1,-1,-1,-1,-1,0.2009,0.6568,-0.9245,-1.2303,0.1864,250000
f,23/09/1988,81.2,ssc,2006,76.3,hsc,2,MCA,computer application,99,1,Maharashtra,2012,405,385,485,0.600057182,435,-1,-1,-1,-1,-1,-1,-0.1082,0.5008,-0.1626,1.1199,-0.9194,370000
f,05/06/1992,72,cbse,2009,77.86,cbse,2,B.Tech/B.E.,electronics and communication engineering,71,0,Uttar Pradesh,2013,515,440,505,0.493596387,345,324,-1,-1,-1,-1,-1,0.4155,-0.9531,-1.3733,0.0192,-0.2859,165000
f,29/09/1990,78,state board,2008,71,state board,2,MCA,computer application,85,0,Orissa,2014,455,470,440,0.622642916,455,-1,407,-1,-1,-1,-1,-1.7389,-3.6171,-1.9408,-0.3612,-5.686,200000
m,25/08/1989,52,up baord,2007,65,up baord,2,B.Tech/B.E.,information technology,67.68,0,Uttar Pradesh,2012,425,365,275,0.074546265,255,-1,-1,-1,-1,-1,-1,-0.1855,-0.2793,-1.0697,0.7086,-1.0774,230000
m,21/08/1987,77.4,0,2005,73.4,0,1,B.Tech/B.E.,computer engineering,70.8,1,Delhi,2012,465,445,425,0.793580615,495,-1,-1,-1,-1,-1,-1,-0.2628,-0.7473,-1.7954,-1.1128,0.8183,400000
m,02/01/1989,62,0,2006,75,0,2,B.Tech/B.E.,mechanical engineering,70,0,Uttar Pradesh,2011,445,445,615,0.535862819,-1,-1,-1,393,-1,-1,-1,-0.5719,0.8128,-0.6343,-0.8778,-0.1295,500000
m,22/11/1989,62,0,2005,62,0,2,B.Tech/B.E.,computer engineering,74,0,Uttar Pradesh,2010,525,615,605,0.635978756,445,-1,-1,-1,-1,-1,-1,0.0464,-0.4353,0.0914,0.1798,-0.4455,480000
m,28/05/1989,80.58,pseb,2006,80.22,pseb,1,B.Tech/B.E.,mechanical engineering,86.1,0,Punjab,2011,495,375,545,0.945134856,-1,-1,-1,526,-1,-1,-1,-0.4173,0.0328,1.3977,-2.2879,1.1343,810000
m,18/04/1988,88,cbse,2005,72.6,cbse,2,B.Tech/B.E.,chemical engineering,58.86,0,Maharashtra,2013,695,475,605,0.879915203,-1,-1,-1,-1,-1,-1,-1,0.4155,0.5454,1.3933,-0.995,0.6721,200000
f,16/01/1991,88.8,cbse,2008,76.8,cbse,1,B.Tech/B.E.,electronics and communication engineering,75,1,Delhi,2012,615,670,765,0.910770164,-1,433,-1,-1,-1,-1,-1,-0.5719,0.8128,-0.9245,0.0623,0.0679,360000
m,22/02/1992,76.5,cbse,2010,81.8,cbse,1,B.Tech/B.E.,computer science & engineering,76.4,1,Delhi,2014,380,645,620,0.991230625,675,-1,592,-1,-1,-1,-1,0.5591,1.0449,0.1637,-1.7556,0.6721,325000
f,19/12/1987,76,sslc,2006,77,"board of higher secondary examination, kerala",2,B.Tech/B.E.,computer engineering,68,0,Kerala,2010,465,325,295,0.276047228,345,-1,-1,-1,-1,-1,-1,1.592,0.9688,1.2525,-0.4078,0.8183,320000
m,18/04/1991,60,cbse,2009,55,state board,2,B.Tech/B.E.,electronics and communication engineering,52,1,Karnataka,2014,360,470,440,0.053160305,-1,196,-1,-1,-1,-1,-1,-0.3027,-0.6201,-0.4511,-0.4879,-1.0524,150000
m,04/03/1990,75,cbse,2008,67,cbse,2,B.Tech/B.E.,computer science & engineering,68,1,Delhi,2013,440,410,370,0.622642916,425,-1,407,-1,-1,-1,-1,-0.3027,-0.2871,-1.0659,1.794,-0.8608,240000
f,10/09/1991,86.7,board of secondary education,2008,89,board of intermediate education,2,B.Tech/B.E.,computer engineering,72,0,Andhra Pradesh,2012,675,475,565,0.450876584,395,-1,-1,-1,-1,-1,-1,-0.2628,0.6178,-0.3803,1.70743,0.3444,300000
m,03/11/1989,86.13,"maharashtra state board of secondary and higher secondary education,pune",2008,82.5,department of pre-university education,2,B.Tech/B.E.,computer engineering,67.38,0,Karnataka,2012,625,545,535,0.842248322,575,-1,469,-1,-1,-1,-1,-3.1994,-1.8393,-1.9405,1.3549,-1.2354,395000
f,06/09/1991,87.6,cbse,2009,80,cbse,1,B.Tech/B.E.,electronics and communication engineering,76,0,Punjab,2013,870,535,680,0.994342113,485,-1,-1,-1,-1,526,-1,-1.7389,0.0459,-0.6048,1.9207,0.6721,440000
m,09/11/1991,60.46,state board,2009,55.5,state board,2,B.Tech/B.E.,computer science & engineering,59.07,0,Maharashtra,2013,510,505,375,0.080055281,395,-1,253,-1,-1,-1,-1,-0.7335,-1.6191,0.3174,0.3995,-0.6692,180000
m,15/03/1992,50.5,state board,2009,55,state board,2,B.Tech/B.E.,information technology,64.5,0,Uttar Pradesh,2013,475,435,440,0.622642916,295,-1,407,-1,-1,-1,-1,0.7027,0.0459,0.3174,0.2727,0.2889,235000
f,05/07/1993,85.76,state board,2010,83.83,state board,2,B.Tech/B.E.,computer science & engineering,78.15,1,Karnataka,2014,520,630,560,0.974396113,615,-1,-1,-1,-1,-1,-1,-1.5953,-1.4859,-1.7086,-0.4879,-1.9234,315000
f,13/08/1986,62.13,0,2005,43.12,0,2,MCA,computer application,68,0,Maharashtra,2011,375,355,465,0.413838256,385,-1,-1,-1,-1,-1,-1,-0.7264,-1.0593,0.5269,-0.0552,-0.2875,160000
m,02/03/1991,71.28,icse,2009,68.66,icse,2,B.Tech/B.E.,information technology,72,0,Haryana,2014,450,375,355,0.670743151,455,-1,-1,-1,-1,-1,-1,0.4155,-0.1206,-0.6048,-0.7415,0.4805,90000
m,24/12/1989,68.66,state board,2007,61.8,state board,2,B.Tech/B.E.,computer science & engineering,65.72,0,Uttar Pradesh,2013,430,350,450,0.486747008,455,-1,376,-1,-1,-1,-1,0.1282,1.0449,0.6248,1.794,1.247,120000
f,06/10/1992,67,cbse,2010,63.33,cbse,2,B.Tech/B.E.,electronics and communication engineering,65.18,0,Uttar Pradesh,2014,420,470,440,0.493596387,315,324,-1,-1,-1,356,-1,0.2718,1.0449,0.7785,-1.2486,-0.4776,185000
m,30/01/1992,74.8,cbse,2009,68,cbse,2,B.Tech/B.E.,information technology,69,0,Sikkim,2014,570,395,475,0.356536488,475,-1,346,-1,-1,-1,-1,-0.0154,0.8784,-0.7585,0.3995,-0.4776,345000
m,20/02/1989,65,bseb,2005,66,cbse,2,B.Tech/B.E.,information technology,60.23,1,Karnataka,2011,505,435,445,0.525922584,415,-1,-1,-1,-1,-1,-1,-0.881,-0.1232,1.8331,1.0024,0.3444,360000
m,02/09/1983,49,cbse,2007,75,"sbte, jharkhand",2,B.Tech/B.E.,information technology,65,0,Uttar Pradesh,2011,525,455,425,0.525922584,415,-1,-1,-1,-1,-1,-1,1.2828,0.8128,0.672,-1.7004,-0.2875,120000
m,16/05/1988,83.2,cbse,2006,80,cbse,1,B.Tech/B.E.,electronics and communication engineering,73.2,1,Delhi,2011,464,555,625,0.960603252,445,466,-1,-1,-1,473,-1,0.8192,0.1888,-0.6343,-0.0552,0.8183,400000
m,15/02/1991,60,up,2007,62,up,2,B.Tech/B.E.,information technology,70,0,Uttar Pradesh,2012,335,405,435,0.735795709,475,-1,-1,-1,-1,-1,-1,-0.5719,0.0328,-0.344,-1.8179,-0.1295,200000
m,17/01/1991,78,state board,2009,72,state board,2,B.Tech/B.E.,information technology,64,0,Uttarakhand,2014,595,530,525,0.486747008,445,-1,376,-1,-1,-1,-1,1.4208,1.2114,0.3174,-0.995,1.4386,225000
f,18/03/1992,64,state board,2009,69.2,state board,2,B.Tech/B.E.,information technology,71.8,0,Uttar Pradesh,2014,485,460,425,0.81941653,505,-1,-1,-1,-1,-1,-1,0.1282,-0.6201,0.1637,-0.7415,-0.6692,240000
